小区名,行政区,街道,最近地铁站,线路,边界到最近出入口(m),中心到站中心(m),占地(㎡),纬度,经度
华清园安业花园,罗湖区,,莲塘口岸,2/8,148.9,319.0,38616,22.556629,114.147224
海珑华苑,罗湖区,,黄贝岭,2/5/8,152.3,417.6,7133,22.549482,114.127388
华秀花园,罗湖区,,布心,5,153.9,285.2,6390,22.584911,114.135352
华乐花园,罗湖区,,怡景,5,157.7,275.2,8634,22.560964,114.136057
玉雅居,罗湖区,,梧桐山南,2/8,157.9,368.0,9902,22.559003,114.180754
万科·红,罗湖区,,百鸽笼,5,159.3,488.5,77411,22.601178,114.122933
曦龙山庄,罗湖区,,莲塘口岸,2/8,161.4,350.0,38938,22.552767,114.150433
罗湖公安分局宿舍,罗湖区,,湖贝,2/5/8,161.8,403.8,11105,22.548985,114.122289
湖滨阁,罗湖区,,怡景,5,165.4,298.9,4742,22.560939,114.133337
青橙时代公寓,罗湖区,,布心,5,167.7,277.8,3111,22.586055,114.1333
森威大厦,罗湖区,,文锦,9,168.3,273.0,4188,22.542948,114.124592
卫检大院,罗湖区,,人民南,1/9,169.2,291.5,1126,22.538673,114.110361
庐山花园秀峰阁,罗湖区,,向西村,9,170.1,347.2,648,22.539558,114.119616
云峰花园,罗湖区,,向西村,9,170.8,333.5,5496,22.540991,114.11783
利联星桂园小区,罗湖区,,老街,1/3,172.6,257.5,4942,22.548601,114.108789
桂木园,罗湖区,,老街,1/3,173.4,318.7,23285,22.549232,114.108571
富达花园,罗湖区,,莲塘,2/8,174.1,241.5,17113,22.569052,114.16876
信义·金御半山二期,罗湖区,,百鸽笼,5,176.1,259.6,14818,22.595056,114.124973
侨社,罗湖区,,罗湖,1,177.4,331.7,25214,22.531284,114.110808
万科彩园,罗湖区,,晒布,3,178.4,255.6,2587,22.55361,114.115792
深业东岭,罗湖区,,黄贝岭,2/5/8,178.8,496.0,43445,22.551826,114.13494
经贸楼,罗湖区,,国贸,1,179.0,276.5,788,22.5423,114.116593
银田花园,罗湖区,,银湖,6/9,180.9,229.9,9979,22.573044,114.085637
罗湖工区,罗湖区,,田贝,3/7,181.7,359.1,7234,22.571046,114.121688
庐山花园,罗湖区,,向西村,9,183.5,421.7,18072,22.539159,114.11875
广场北街小区,罗湖区,,大剧院,1/2/5/8,183.9,468.1,20031,22.547839,114.104768
海关宿舍二院,罗湖区,,人民南,1/9,185.6,311.5,2848,22.539147,114.110317
大地花园,罗湖区,,水贝,3,185.7,224.8,4682,22.578839,114.120287
鸿园居,罗湖区,,太安,5/7,185.8,298.9,13181,22.576667,114.129317
畔山花园,罗湖区,,莲塘,2/8,186.0,423.8,32741,22.564175,114.171783
宝岗花园,罗湖区,,笋岗,7,187.0,343.5,4946,22.568751,114.107072
银座金钻,罗湖区,,湖贝,2/5/8,187.6,387.1,498,22.544204,114.116663
比华利山庄,罗湖区,,草埔,3,187.9,444.7,55698,22.590232,114.113966
靖轩豪苑,罗湖区,,黄贝岭,2/5/8,188.3,357.3,7299,22.550586,114.134278
蓝堡公寓,罗湖区,,太安,5/7,189.4,194.5,4289,22.578329,114.131012
观山嘉苑,罗湖区,,布心,5,191.5,358.9,28185,22.586595,114.13422
缤纷时代家园,罗湖区,,晒布,3,191.5,346.9,6186,22.554026,114.120358
红围公寓,罗湖区,,大剧院,1/2/5/8,192.2,506.3,898,22.547042,114.106536
金威苑,罗湖区,,布心,5,193.9,300.2,3093,22.584446,114.135748
聚宝华府,罗湖区,,仙湖路,2/8,194.3,258.0,11846,22.566093,114.163774
金碧苑,罗湖区,,银湖,6/9,195.8,372.8,36799,22.574729,114.084117
振华苑,罗湖区,,梧桐山南,2/8,197.2,376.2,7222,22.560543,114.174409
马古岭小区,罗湖区,,田贝,3/7,197.3,406.5,30666,22.566423,114.124084
富通天骏,龙华区,,龙华,4,0.0,109.9,31889,22.653442,114.017853
特发-和平里1期,龙华区,,龙胜,4/6,0.0,165.7,40742,22.646001,114.007639
万科四季花城北区,龙华区,,五和,10/5,4.3,402.0,242846,22.627192,114.052364
龙光·玖龙玺,龙华区,,白石龙,4,5.7,172.7,46675,22.602907,114.036401
阳基御龙湾,龙华区,,竹村,4,6.5,214.5,44285,22.687762,114.035926
中海锦城,龙华区,,上塘,4,6.9,138.1,51830,22.640104,114.00914
龙光·玖誉府,龙华区,,茜坑,4,7.2,114.8,15269,22.701212,114.035211
合正观澜汇,龙华区,,茜坑,4,10.3,236.4,37146,22.702723,114.035464
港铁·天颂,龙华区,,龙胜,4/6,10.7,211.4,63579,22.64755,114.00503
丰泽湖山庄,龙华区,,梅林关,6,11.4,164.1,92786,22.597475,114.049635
家和花园南区,龙华区,,南坑,10,11.6,98.2,16982,22.61424,114.056395
阳台山庄,龙华区,,阳台山东,6,23.3,205.8,20709,22.668956,113.986042
金茂府,龙华区,,上塘,4,25.6,226.7,38907,22.641836,114.007915
青年城邦园,龙华区,,龙华,4,27.8,98.6,14272,22.654908,114.016637
中海汇德理,龙华区,,上塘,4,50.9,194.0,24403,22.638869,114.006238
阳光第五季,龙华区,,光雅园,10,54.8,250.7,16491,22.621086,114.054485
深业泰然观澜玫瑰苑,龙华区,,观澜,4,55.7,234.3,23872,22.718814,114.051967
中航阳光新苑,龙华区,,白石龙,4,66.4,257.1,33259,22.60395,114.034892
龙光·玖钻（中区）,龙华区,,红山,4/6,67.6,101.4,19358,22.62398,114.017567
惠鑫公寓,龙华区,,白石龙,4,71.1,303.3,11129,22.603489,114.040237
上麟府,龙华区,,上塘,4,71.8,248.6,28298,22.64027,114.005476
万科·金域华府,龙华区,,白石龙,4,74.7,312.6,71314,22.601385,114.037836
佳华领域广场（一期）,龙华区,,观澜,4,75.0,216.6,23227,22.71688,114.051601
汇龙苑,龙华区,,白石龙,4,75.3,247.7,20721,22.606355,114.036872
富联新村一区,龙华区,,清湖,4,78.7,223.6,21905,22.668604,114.030598
龙光·玖钻（南区）,龙华区,,红山,4/6,78.7,219.1,25222,22.622585,114.018501
金庸阁一期,龙华区,,龙华,4,79.0,223.4,7481,22.65275,114.015995
佳兆业·城市广场,龙华区,,雪象,10,82.8,387.3,147996,22.662429,114.071243
星河丹堤,龙华区,,梅林关,6,83.7,549.7,252651,22.596223,114.053303
祥和山庄,龙华区,,茜坑,4,84.7,333.7,9659,22.697787,114.037001
大信花园,龙华区,,龙华,4,93.5,296.7,34763,22.651825,114.016316
龙光·玖钻（北区）,龙华区,,红山,4/6,97.1,265.6,30336,22.625833,114.01615
民乐一区,龙华区,,梅林关,6,107.6,351.0,57360,22.600376,114.048031
幸福城· 三期,龙华区,,清湖,4,113.1,297.5,16670,22.664092,114.031876
特发-和平里2期,龙华区,,龙胜,4/6,114.3,321.3,33155,22.644664,114.006061
翠岭华庭,龙华区,,民乐,4,115.9,227.4,26043,22.596009,114.041608
宝山新村一区,龙华区,,阳台山东,6,126.9,222.1,19957,22.669716,113.984743
家和花园北区,龙华区,,南坑,10,132.3,241.2,8135,22.615984,114.056409
芷峪澜湾花园,龙华区,,茜坑,4,134.6,467.8,31098,22.696494,114.036551
华盛峰荟名庭,龙华区,,长湖,4,143.8,296.3,22264,22.714158,114.036786
盛璟润府,龙华区,,清湖,4,146.7,237.4,19439,22.666395,114.033717
鑫海公寓,龙华区,,白石龙,4,148.1,214.0,9588,22.605716,114.038629
溪山美地园,龙华区,,雅宝,10,151.4,443.8,119172,22.603165,114.0524
金碧世家,龙华区,,龙华,4,154.9,305.6,17965,22.654573,114.020315
楠木花园,龙华区,,茜坑,4,157.0,451.3,86719,22.70291,114.039864
景勋天著,龙华区,,观澜,4,162.8,257.6,4482,22.715962,114.05109
中环花园,龙华区,,龙华,4,164.9,234.3,17914,22.652535,114.018575
深铁珑境花园,龙华区,,龙胜,4/6,165.3,445.7,107155,22.647365,114.002745
星光之约,龙华区,,南坑,10,167.3,355.9,36287,22.610894,114.056401
宏发悦见和府,龙华区,,清湖,4,167.8,325.9,10778,22.667361,114.034539
美丽AAA花园,龙华区,,龙华,4,167.9,292.9,20461,22.656356,114.015543
竹村东区,龙华区,,竹村,4,170.1,445.7,28410,22.685551,114.035026
宝山新村二区,龙华区,,阳台山东,6,189.3,363.9,27431,22.670816,113.983062
合正观澜汇·云境,龙华区,,茜坑,4,191.6,387.5,34173,22.699037,114.032864
和平小区,龙华区,,清湖,4,193.0,399.6,22803,22.66321,114.030685
祥澜苑,龙华区,,茜坑,4,198.8,398.4,17460,22.697723,114.038354
美丽365花园,龙华区,,清湖,4,199.4,504.0,114119,22.666073,114.026591
万科城,龙岗区*,,贝尔路,10,0.0,546.4,498710,22.647907,114.06486
中海大山地南区,龙岗区*,,六约北,14,0.0,321.3,78446,22.646708,114.17349
振业城二期,龙岗区*,,六约北,14,0.0,398.2,147108,22.643573,114.174111
宇宏健康花城,龙岗区*,,石芽岭,14,0.0,374.5,89046,22.628006,114.131435
德兴城,龙岗区*,,长龙,5,0.0,93.7,23150,22.611688,114.108846
中海新都荟,龙岗区*,,龙东,16,0.0,173.5,47958,22.724901,114.293142
坪西市场小区,龙岗区*,,坪西,3,0.0,214.4,35982,22.763996,114.277199
平吉上苑,龙岗区*,,木古,10,0.0,195.8,31152,22.671045,114.116484
奥林华府,龙岗区*,,龙城公园,16,1.1,194.0,55080,22.706734,114.215369
万科金地·天空之城,龙岗区*,,松佛,1,2.5,149.3,36638,22.934863,113.896082
金地格林上院,龙岗区*,,金桔,1,3.0,195.7,90690,22.912727,113.84552
鼎尚华庭,龙岗区*,,白石塘,3,3.3,208.1,37139,22.776291,114.296795
中海·日辉台,龙岗区*,,贝尔路,10,3.9,199.3,44822,22.643349,114.062901
颐安·都会中央2期,龙岗区*,,大运,14/16/3,4.4,368.7,48303,22.691677,114.221788
中房怡芬花园,龙岗区*,,大芬,3,8.0,120.7,12699,22.615936,114.133883
贤合小区,龙岗区*,,四联,14,9.7,318.6,59745,22.650855,114.191086
绿景大公馆,龙岗区*,,大运中心,16,10.1,138.2,37305,22.6996,114.2158
富豪花园,龙岗区*,,坂田,5,11.5,135.3,29875,22.628794,114.064865
旺塘小区,龙岗区*,,杨美,5,14.1,329.4,124775,22.631786,114.076782
天集雅苑,龙岗区*,,尚景,16,17.1,158.4,13259,22.733456,114.23956
杨美金竹小区,龙岗区*,,杨美,5,17.2,299.5,43113,22.631652,114.073783
天健现代城,龙岗区*,,黄阁坑,16,20.3,303.9,57042,22.723098,114.216076
龙光君悦龙庭二三期,龙岗区*,,愉园,16,21.8,255.7,49713,22.72891,114.217749
爱地花园一期,龙岗区*,,愉园,16,22.4,140.1,11933,22.730387,114.219611
壹锦园,龙岗区*,,愉园,16,23.9,144.6,14337,22.732244,114.217801
扬马小区,龙岗区*,,坂田,5,27.9,349.0,143142,22.632498,114.067155
天健·郡城(西区),龙岗区*,,尚景,16,37.0,288.1,39083,22.731274,114.241513
信义·锦绣花园,龙岗区*,,四联,14,37.6,335.9,73628,22.648973,114.185947
招商·依山郡,龙岗区*,,愉园,16,40.9,361.2,124757,22.732608,114.215374
光大锦园别墅,龙岗区*,,广东医大,1,41.7,278.6,71408,22.921841,113.863166
长江花园,龙岗区*,,回龙埔,16,44.0,111.9,12138,22.732951,114.231405
星都豪庭,龙岗区*,,大芬,3,53.5,211.4,15924,22.615018,114.133102
新梅子园,龙岗区*,,上水径,5,55.5,214.0,37893,22.622986,114.100927
恒大都会广场,龙岗区*,,杨美,5,63.1,222.8,28407,22.628231,114.073247
佳和园,龙岗区*,,甘坑,10,66.5,224.1,17406,22.650437,114.103129
新城花园,龙岗区*,,新生,3,68.5,276.2,22714,22.749993,114.275663
中城康桥花园紫郡,龙岗区*,,石芽岭,14,69.9,417.6,35173,22.630379,114.136783
1-1栋,龙岗区*,,坂田,5,70.8,179.9,1923,22.631578,114.064717
万科麓城,龙岗区*,,上水径,5,79.6,336.5,194933,22.626183,114.097212
喜福汇,龙岗区*,,愉园,16,80.5,244.0,9525,22.730503,114.220775
龙湖冠寓(平湖生态谷店),龙岗区*,,华南城,10,82.4,290.9,24019,22.679722,114.114678
阳光·天健城,龙岗区*,,龙城公园,16,85.3,375.9,86413,22.704278,114.215326
怡康家园,龙岗区*,,大芬,3,85.4,134.3,11555,22.616986,114.132054
万科·麓城一期,龙岗区*,,上水径,5,85.5,188.1,40986,22.625973,114.098825
汇福花园,龙岗区*,,大芬,3,87.6,115.1,12923,22.617635,114.132558
中翠花园,龙岗区*,,大芬,3,89.7,220.6,21411,22.615435,114.134799
尚景欣园,龙岗区*,,盛平,16,89.7,278.2,20337,22.732184,114.246406
梅塘花园,龙岗区*,,梅塘,1,95.5,351.7,19078,22.847815,113.97832
利联·星龙园,龙岗区*,,大运中心,16,97.7,218.2,15529,22.700142,114.216555
布吉中心花园,龙岗区*,,木棉湾,3,98.0,216.6,11927,22.611676,114.125435
上水径村-西区,龙岗区*,,上水径,5,99.7,436.4,43223,22.622232,114.103355
东方沁园,龙岗区*,,愉园,16,100.4,290.4,60679,22.728836,114.219895
倚龙华庭,龙岗区*,,大芬,3,100.6,175.8,5544,22.61612,114.131875
居欢颜美杜兰华庭,龙岗区*,,长龙,5,100.6,260.0,9091,22.610482,114.110759
天健花园,龙岗区*,,尚景,16,105.7,331.5,28378,22.730171,114.241278
尚景华园,龙岗区*,,尚景,16,106.0,299.6,51093,22.729735,114.237628
花样年江山,龙岗区*,,黄江,1,106.3,272.6,94491,22.898775,113.991773
桂芳园-4期,龙岗区*,,大芬,3,106.4,253.3,25179,22.617968,114.135541
桂芳园,龙岗区*,,大芬,3,106.4,324.0,199987,22.615407,114.136061
华业玫瑰郡,龙岗区*,,回龙埔,16,107.3,342.5,36833,22.734875,114.232265
康达尔花园,龙岗区*,,大芬,3,109.8,305.4,94587,22.619492,114.132327
坪达雅园,龙岗区*,,白石塘,3,111.9,181.7,7382,22.7764,114.298505
德润荣君府,龙岗区*,,坂田,5,111.9,293.1,30980,22.628706,114.062609
乐清小区,龙岗区*,,四联,14,112.0,379.6,22300,22.647998,114.187092
东都雅苑,龙岗区*,,平湖,10,118.8,270.3,18897,22.698506,114.11943
保利青谷,龙岗区*,,溪涌,2/8,119.1,302.9,21430,22.61412,114.357869
中海大山地北区,龙岗区*,,六约北,14,119.7,419.2,74963,22.648828,114.1723
华南西苑,龙岗区*,,华南城,10,122.0,332.4,26401,22.680636,114.114884
万科金域蓝湾,龙岗区*,,大朗,1,126.5,496.1,82065,22.93497,113.920137
龙岗区委党校,龙岗区*,,黄阁坑,16,136.3,357.5,22787,22.721176,114.216685
和通花园,龙岗区*,,大芬,3,140.9,255.3,20528,22.616738,114.135834
长龙新村-4区,龙岗区*,,长龙,5,142.0,225.3,25370,22.613041,114.108431
丽廷豪苑,龙岗区*,,长龙,5,149.9,257.6,3867,22.608709,114.107984
景华春天家园,龙岗区*,,下水径,5,153.3,324.8,15847,22.614588,114.105849
丽梅阁,龙岗区*,,长龙,5,154.9,345.3,17733,22.611269,114.111643
水蓝湾,龙岗区*,,愉园,16,156.9,288.6,10470,22.729527,114.216265
万科 金域缇香,龙岗区*,,金桔,1,157.3,262.2,38599,22.911754,113.846797
瑞华园,龙岗区*,,回龙埔,16,164.1,386.3,25949,22.730946,114.227498
和成金竹家园,龙岗区*,,杨美,5,165.2,353.3,16484,22.632429,114.07532
中央悦城,龙岗区*,,尚景,16,165.7,372.0,69325,22.735139,114.237196
盈翠家园,龙岗区*,,大芬,3,166.4,328.3,23502,22.614111,114.134399
龙威花园,龙岗区*,,布吉,14/3/5,170.6,194.1,20573,22.603809,114.118278
灏景明苑,龙岗区*,,木棉湾,3,171.1,284.5,6084,22.612185,114.126068
福地花园,龙岗区*,,白石塘,3,173.7,269.6,11965,22.77582,114.299158
东方御花园,龙岗区*,,回龙埔,16,174.8,319.7,30309,22.729141,114.230594
欧景花园,龙岗区*,,回龙埔,16,175.0,417.9,62931,22.72879,114.228933
龙珠花园,龙岗区*,,布吉,14/3/5,175.3,461.2,57204,22.605331,114.120883
光大锦绣山河-鹭栖湖,龙岗区*,,广东医大,1,178.7,391.6,75878,22.924747,113.866028
佳兆业·水岸新都二期,龙岗区*,,新生,3,181.4,344.5,27204,22.752086,114.275114
万科金域学府,龙岗区*,,回龙埔,16,183.2,338.3,49012,22.73448,114.229186
长龙新村-3区,龙岗区*,,长龙,5,189.6,299.0,22911,22.613415,114.10962
华福苑,龙岗区*,,下水径,5,190.5,284.8,5883,22.61982,114.106782
创城云璞花园,龙岗区*,,富坪,3,193.3,402.1,62179,22.779221,114.306244
安居回龙雅苑,龙岗区*,,愉园,16,195.2,342.6,13613,22.734146,114.219107
1-4栋,龙岗区*,,坂田,5,196.2,264.4,954,22.631742,114.063349
紫悦龙庭,龙岗区*,,回龙埔,16,196.3,359.6,25650,22.733509,114.234172
